id,eom,eom_ret,valid_ret,excntry,me,sic,size_grp,prc,market_equity,ret_exc_lead1m,beta_60m,at_me,assets,at_turnover,be_me,cash_at,sale_bev,tangibility,ppeg_gr1a,ni_me,sga_gr1,dsale_dsga,fcf_be,ivol_capm_252d,at_gr1,debt_at,turnover_126d,noa_at,oaccruals_at,ol_gr1a,gp_sale,ni_sale,gp_at,at_mev,prc_highprc_252d,net_income,ni_at,ni_be,ret_12_1,ret_12_7,ret_2_0,ret_36_12,sale_me,bidaskhl_21d,turnover_var_126d,log_at,size
1001,1952-08-31,0.0248357076505616,1,USA,758.7945476302646,6734.0,M,35.41893146555952,163.26304372798893,-0.0069132150585592,1.366176145774935,3.20501755284444,7109.9185201808505,0.0205844942958024,1.942828719107789,0.8324426408004217,1.0616955533913808,0.1818249672071006,-0.1266381960586264,-0.3915155140809245,0.0099025726528951,-0.0272219925431536,-0.4175417196039162,0.6118528947223795,-0.1442024557391832,0.2921446485352181,1.8318092164684583,-0.0175720063131856,0.1140703845572054,-0.1201304871366561,0.5142344384136116,0.0369658275448169,0.0464504127199977,0.6075448519014384,0.1705241236872915,-434.9484070147205,0.1795542149013333,0.1862528132298237,-0.1200507700211823,0.1894879642093277,0.0582068002524364,-0.1271119480549278,2.2007624686980067,0.1220382348447788,0.4951769101112702,2.275108168921747,0.909320402078782
1001,1952-09-30,0.0411272456051594,1,USA,380.5399684804698,4843.0,M,11.106092028833924,1692.4553104602471,-0.0610421824985511,0.9497541333697656,2.278176062008165,9273.922771358562,0.7272719958564209,0.7204274607310872,0.5704439744053994,2.6041713001291185,0.9611720243493492,0.1378135394712605,0.4946402202747617,0.0158768529556319,0.0347004662655393,0.930510614528276,0.6070342476866847,-0.0896003271909826,0.2962735057040824,0.8263346953150125,-0.1937454373035224,-0.0306394077174521,-0.0420473927297721,0.2934881747180381,-0.1943680709139662,0.1988424040888051,0.71134195274865,0.7901755405312056,105.9599747810114,0.1705203514053396,0.0604308102007777,-0.1792670366258604,-0.0223975641013883,0.2937882570864785,-0.2247796669080073,3.329611783087483,0.5912977877077271,0.2747217929900641,6.489947406781609,0.3829268747537898
1001,1952-10-31,-0.0466881420456025,1,USA,330.4614904851916,7938.0,S,143.57926348872854,266.2371005830711,0.0392104093826969,0.93933650186577,1.4077364105092829,8968.059597167841,0.4753702231821117,1.170223586755129,0.6955160864261275,0.6966572720293784,0.6044173792778172,0.0159364365206692,-0.5938775505304612,0.1771414282231924,0.0395461865954143,0.3895698660794091,0.8804678390152577,0.0497416192535173,0.295633685837714,0.527471299151353,-0.0173861718068359,-0.1126238251132665,-0.0333960208518535,0.8832802589188683,-0.0702619915978904,0.1220879547006733,0.3562978380769749,0.906828441545754,-227.86775061536468,0.0590760482165449,-0.1997918492018736,-0.2698779946466018,-0.203814557073614,0.0254024478743596,-0.2498887445599853,2.424149856794916,0.6924360328902703,0.2694123337985215,3.9530041779821934,0.1682910421729305
1001,1952-11-30,0.0150661400474817,1,USA,463.4525539522367,2853.0,S,54.51350571719721,531.4083225352723,-0.0729258460493378,1.1963042728397884,3.705217654659989,1566.060606538659,0.997740485048942,0.6068839271230414,0.9766149558326528,2.0551850665911564,0.0330507329005483,-0.0619715007893268,0.2687026894027275,0.0722821806219067,0.0123738333268545,-0.1044336708538167,0.552893089071328,0.0370786895517574,0.0808533263327152,1.8482722803070224,-0.1031360246890296,0.1212559025519583,-0.0118797462215846,0.983423140894843,-0.0404702230221787,0.8164318732193839,0.7983451249845511,0.1507175439654294,8.1987767407187,0.0783251227163527,0.1433435219254879,-0.2193504597154379,-0.1364603127840544,0.1775023228832538,0.1210966261695349,1.7433299364586468,0.0961765510914207,0.940523264489604,5.180576168700179,0.5177513505274801
1001,1952-12-31,0.0240989569501447,1,USA,761.694507316695,6534.0,M,140.67795787229102,495.6725425047344,0.0463228179310161,0.6749549270959362,4.91975754498246,5214.6953235830415,0.260829174830409,1.992882029540056,0.9654193512887936,2.791467268035488,0.8826363431893397,-0.1245171566634482,-0.4422572948156362,0.0801431319891085,0.1386644568953223,0.7126485837561849,0.4045081271221901,0.1551080395043839,0.8509284487675127,4.678174971104737,0.1141362604455774,0.0675953018856914,0.0322746485745818,0.3722827665617431,0.1760533769831113,0.9736638367553172,0.2839209747374657,0.3053638603443934,-14.386246413773392,-0.020630342805501,0.1977829850443282,-0.266014813102957,-0.0050575251142255,0.2686336424593558,-0.1469095299895053,3.604699621260647,0.3080607918523892,0.5425402305548993,6.07051261471008,0.6363326181858954
1001,1953-01-31,0.0269804600791832,1,USA,981.0035724475082,9754.0,M,181.68926360511804,897.0690127453358,-0.0749147818685965,0.8500784076946757,3.4029651291375416,6722.348190664687,0.8641675650719031,0.537352009658955,0.4991933798847523,2.8600209960459155,0.768554014306309,-0.1825584912982265,0.989101021594682,-0.0120221944036228,-0.0881758632812965,0.7669880445325179,0.7477187738974139,0.1812287388095813,0.3307503046705137,2.7638248341774494,0.0289169876683353,0.1921326334864183,-0.1698614975975487,0.3056970192871818,-0.1236355875398615,0.2684748568901568,0.4852798742763157,0.3726868670940493,-105.30853319052778,0.1376852562905245,0.1720067339243327,-0.229543994565,0.2779205656293182,-0.1710481037759621,-0.2054123517871194,1.6127538211930026,0.8486697949246744,0.1366213314420288,7.671287975280949,0.5528199769079077
1001,1953-02-28,-0.0333471687478256,1,USA,330.58624923501225,9716.0,M,6.011048240927421,1274.3941091498402,-0.0845909128125151,0.6942739535120422,0.8192341264996745,4028.159889417495,0.0507685310393969,1.7845725830062538,0.0276167718737047,2.894324477537793,0.4384741230180869,0.0688104541180797,-0.3436946650505361,-0.1379833533089023,0.1927363553242124,0.6778670041387267,0.8604046183116753,-0.0998994557936543,0.0388347344294232,1.516327573366114,0.0148329708786621,-0.0693395032815836,0.1311476015150354,0.2715429158197419,0.1861007321563079,0.4572651616137285,0.8420230750119814,0.194380033994873,-88.64609494332143,0.0798048843068775,-0.1446587630328794,-0.261582859933875,-0.3981199099154728,-0.1715097771322201,0.1680010753244858,0.9216683716568502,0.0808729666171976,0.4283144749401077,7.507999206122931,0.0581935955084436
1001,1953-03-31,-0.0057736704961866,1,USA,315.8086232416629,6237.0,S,133.7384884599576,595.8710990445885,0.0415854288487923,1.454865280663194,3.820536125130958,5588.105119862867,0.6117207462343522,0.8972401186128007,0.2477309895011574,1.779863393256308,0.7578461104643691,-0.1942426045480976,-0.7678547189861675,-0.1815989431912989,-0.1837084790724119,0.7109211680220144,0.7036578593800237,-0.0103304683650699,0.0978341606510014,2.4580793755841617,-0.0106112916877737,-0.1307192520359939,-0.0264593403048107,0.3985047343973734,0.0463400392208865,0.6350936508676438,0.0453040097720445,0.3746126146264712,125.85991571423642,0.001254503432035,0.1425959364753289,-0.1963017302095902,0.0924206948526541,0.039811939114694,-0.1200433754317589,0.132556552708109,0.5857755812734633,0.9402302414249576,6.603793423007032,0.3881699262065219
1001,1953-04-30,-0.0307566838885665,1,USA,591.0551103843414,6732.0,L,164.9832345353973,1320.3953051226863,0.1055658820808125,0.7066843598767454,1.732825072945102,2224.432285112904,0.3772590832279758,0.1740299513894438,0.6182538843378929,1.6827710744436324,0.6557226353807422,-0.0458413516137739,0.3632273379455795,-0.0637501722143039,-0.0957221887056387,-0.0079250914131876,0.6928903586919394,-0.060665358218721,0.9366481518557072,0.1959316333782312,-0.0328215873137685,0.187032220608099,0.0191887532992349,0.4234709423081185,0.0274081134999833,0.5759245752580846,0.7316477552996402,0.1276897294224656,-249.9835507838953,0.0322176049375639,0.1468466428838888,-0.3068130237397856,0.0726139206674617,0.2288743070949367,0.1715729317576932,1.191180762019897,0.3777288861762948,0.5343274735305634,5.9724895254646215,0.3896180862192034
1001,1953-05-31,-0.0294826428343582,1,USA,148.136767072632,8400.0,L,22.800901973296043,672.661593301309,-0.0149150611581853,1.450061967050805,4.777732161219003,5777.035092420532,0.6318372121697993,0.9520464917588076,0.2932107716980645,1.6433227268495798,0.6725184560770384,0.100949811775072,0.5831580874516971,0.1158472571178215,-0.1635175587805238,-0.011159390594837,0.0575587600166442,0.0198115529294942,0.441530501373377,4.438520913791499,-0.0596339949791685,-0.1531731934289576,-0.1428033271788656,0.7615106317174722,0.0472872253265044,0.1011226761227902,0.0841068061149974,0.70096913145912,-427.23699363580647,0.1287440237161425,0.0824968908625984,0.2308708676817847,-0.0954763461150641,-0.1328454886608845,0.2720222732496343,0.4175035834933438,0.7771469159274368,0.558404249735805,5.39377607397581,0.906354385094736
